matricula,numero_bastidor,anno,marca,modelo,categoria,dni_usuario
9666-HDZ,Z4VM3D5H2UU0GA7WC,2011,Toyota,Corolla,sedán,53866692W
9019-BFC,H0MP34WE9GM9P23GU,2000,Audi,Q5,deportivo,16344609G
8618-CNS,XHDMP2670XXG30AFK,2003,Toyota,RAV4,SUV,33911857J
2533-JXD,717S7TNY7D3NG4Z8N,2017,Renault,Kadjar,todoterreno,30024051N
AV-3683-HC,6DY04RUF54AEWHP0Y,1990,Fiat,Punto,deportivo,33035559S
8703-DWM,DLBR765N7MDKFVLRY,2006,Mercedes-Benz,C-Class,todoterreno,72662870M
8340-LNG,K1D8UEJN2HNDWMSCK,2022,Fiat,Panda,descapotable,08190170P
6266-DMD,URM6GMF97CZBDJP5B,2006,Kia,Sorento,berlina,62254742K
SG-8197-BZ,D3Z0U4FXX4G292NB2,1991,Hyundai,Tucson,todoterreno,75562693B
3390-JHX,51UTNCPHXXLD98YP6,2015,Volkswagen,Passat,cupé,64317038E
M-5574-NV,DHNLM01WX3KXLMXT3,1996,Seat,Ibiza,furgoneta,97665609L
9286-HTW,CYFKGDM19PVAMNJMA,2011,Toyota,Corolla,descapotable,59979324Q
5406-LPH,LYBX7NVF0DNB5CP4X,2020,Peugeot,208,urbanos,82222122C
3856-LHP,4FHA7SFS25ELLBUXW,2020,Volkswagen,Golf,berlina,60508210V
4280-BGJ,NM5F87NX1DVLW4YLM,2001,Volkswagen,Passat,berlina,72018049N
7017-HDT,LY5KC8YH1BVCT73PA,2014,Ford,Mustang,sedán,23052103P
4134-CYG,FD7GZRAX8S12YH1X9,2004,Hyundai,Elantra,sedán,71487201G
5174-DLT,V3NUE1LN5SPX90HRD,2005,Ford,Mustang,todoterreno,07149541Z
8619-HDN,8N2CME758NUBUSUKP,2012,BMW,320,deportivo,13989573F
8404-LGC,RSPHZ40U332B2BSS3,2022,Hyundai,i30,todoterreno,12369759Z
SS-2642-PY,HH429ZWV1UY1YUS06,1990,Ford,Focus,SUV,92324617H
5844-FPL,TNV86ZV27S65543F6,2007,Volkswagen,Polo,berlina,84498552W
5811-LRL,015AZGCN58UV2CBXZ,2021,Peugeot,308,descapotable,16803149Q
8428-JDV,2VFLKEK3X841MLX3Y,2015,Fiat,500,urbanos,75382791S
9000-BHL,HDPCD2UW6JLZ1CGRA,2002,BMW,X5,berlina,06003949Y
8701-MYG,T7UUZZT42BW0S6V4E,2023,Nissan,Juke,monovolumen,86314590Y
5569-FTP,1L24UFE57HTMDSR1Z,2007,Volkswagen,Passat,SUV,23481598R
AL-3636-WK,DK7RS9ZY4RS923H2D,1999,Audi,Q7,descapotable,91395066N
6079-DDD,L3575UR99J3M3FN8J,2005,Seat,Ateca,berlina,84040081J
PM-4702-LF,50RBASS70WDUDSKES,1997,Nissan,Leaf,berlina,80980333R
8326-JBL,0VHUWNHM117CTMKM0,2017,Nissan,Micra,sedán,62386580T
6223-FFP,MU21AEPL6W2BAD0VY,2007,Skoda,Fabia,cupé,70515715S
8835-CXW,UWH28SEKXWYZ68DRY,2003,Skoda,Fabia,SUV,81333836V
1950-FSK,YEELSWZE87L8WENHT,2008,Fiat,Tipo,cupé,38417551F
3181-BJW,12LBFL712BX5B42G0,2001,Renault,Kadjar,sedán,49487321S
O-7694-NZ,BJXXUZCN3Y0R4814R,1995,Honda,Civic,monovolumen,75064484M
1931-BCC,62A1G9R99J6HSZ5T7,2002,Seat,Ibiza,furgoneta,73850982Y
5496-BGG,AFAFTUVL94D9WBVLY,2002,Audi,A3,berlina,78689366H
VA-7338-XH,0SUZ7W3Y3ZDXFBCHL,1991,Peugeot,208,SUV,19385321R
8818-FZV,8EPK9M275MGYGD85G,2008,Skoda,Fabia,deportivo,44371891S
BA-4762-BF,SPAMEYCK9ZAH17G4Z,1999,Mazda,MX-5,cupé,54562953F
1543-HNL,4G6B7NB16FE4CHEPD,2014,Seat,Ibiza,descapotable,00703972B
9638-JRS,CCHHY4RXX3GWBBV91,2016,Nissan,Juke,monovolumen,85314375S
4919-MBD,H7MLZ6ZA3GT53PNEN,2023,Mazda,Mazda6,SUV,18781551G
7381-CHR,4EEW6ER28XD1125Z1,2004,Skoda,Octavia,todoterreno,54562953F
5725-HMG,0EHE1P4R7LRXH7T34,2013,Peugeot,308,SUV,99456111V
P-1209-FV,4NX2V64BXFFEEDZGV,1995,Mazda,Mazda6,furgoneta,98585766S
6266-LCH,X60KKLBK9MUGCSCER,2022,Mazda,MX-5,monovolumen,22013212G
PM-5024-XP,HWED43SL7J7C7F68S,1992,Skoda,Fabia,descapotable,51946635P
9354-FMK,M0L61F3E6DTJF1CA0,2008,Nissan,Leaf,deportivo,22857449A
9351-FSN,5AK0FUL95FTVE49BH,2008,Volkswagen,Polo,sedán,24175706S
8320-LZH,W493AJHY9668DJ7U9,2022,Mazda,MX-5,todoterreno,25687479K
1870-KZC,WFGHEHL27LGTT970E,2018,Peugeot,308,urbanos,95507757G
PM-8064-XS,17GG8BT41KW2938R2,1993,Hyundai,Santa Fe,furgoneta,36597358B
PO-2392-CL,3666SJ8H7HSKG7AEE,1990,Seat,Leon,SUV,04001453M
5056-BLF,L0A6BRR082DL88093,2000,Volkswagen,Polo,todoterreno,37161155D
VA-9058-ZC,XPEG0HLK8E0W6HCHZ,1994,Audi,Q7,sedán,22810653N
CR-2151-SD,EV8SMPXWXRHVVURY2,1995,Hyundai,Santa Fe,SUV,54636392F
T-2630-SM,CN3BTEAN3A21WG1EF,1999,Honda,Civic,berlina,31564651A
5682-BZS,M2ZT6G8N56L2RTUT0,2000,Ford,Focus,cupé,82869844Q
3856-DNK,DBRG7AMY46ZVPTZ3K,2005,Mercedes-Benz,C-Class,cupé,21472761F
1481-DSW,LVDCRTUY4W5GWFZTP,2005,Mazda,MX-5,sedán,27261576K
2054-JZF,69RNEZX08R3ZA5K37,2015,BMW,M3,SUV,97187610Y
7886-JGC,SM3ES6A08VYV6G6W5,2016,Fiat,Punto,monovolumen,80628273W
5722-HGL,0J1LCRVG7C265KUAA,2011,BMW,320,furgoneta,64451371N
4772-CPW,ZCE8V6KM567W8HMAZ,2004,Volkswagen,Golf,deportivo,51189900L
AV-5665-FN,SWFA102TXR8PKLBDC,1991,Volkswagen,Passat,deportivo,20426260Y
6101-MLH,RECX83PM6NLNYTPMC,2023,Audi,Q5,urbanos,30024051N
T-5710-XW,HV7A6V5J83PC6ZAY4,1994,Volkswagen,Golf,cupé,89516829R
PO-3446-WT,YD76DBJR1ALP95BSN,1993,Audi,Q5,cupé,66957177Z
1333-BJT,TVDNZUKT6D265SEDJ,2001,Audi,A3,urbanos,69028762N
3399-HZN,X4ZKYTZF59HVDCYX8,2012,Kia,Ceed,urbanos,13248985L
CA-7924-NC,4VHSGFCY3DD1WMLKS,1992,Seat,Ibiza,sedán,06886921P
6284-GPV,WNDWNLKU0FXJL2JCL,2010,Mazda,Mazda3,berlina,67347548Y
6329-FZN,4WCCLR12X2H0V0ZP7,2008,Peugeot,208,todoterreno,98234895D
8585-JZL,M1KVJAYJ4352HG7SH,2015,Ford,Fiesta,sedán,51946635P
4360-HMM,TDWPJTSYXYZ5MJCSS,2011,Nissan,Leaf,SUV,93135470Y
9931-LNB,8N498ZDJ51C60Y3EG,2021,Hyundai,Santa Fe,SUV,43927743C
4333-GFZ,R6V8UG8E8G4PMVXMH,2009,BMW,Z4,furgoneta,25489443S
3133-FBC,T04AJTS65B6V9LAGN,2008,Skoda,Superb,deportivo,16392734J
3627-DVL,36TKLW7Z5XF2JCHWE,2005,Kia,Sportage,urbanos,12400812V
PO-4803-GV,6PMJZWLV1PR7S9N67,1996,Toyota,Yaris,furgoneta,40094491V
5619-MKZ,5KPM8N8W3BCSRXVE1,2023,Toyota,RAV4,descapotable,96290482Q
6807-LCC,Z7JJM0PN0JGKHXY8E,2020,Kia,Sportage,cupé,22148159X
2598-HGG,9511LDBA31WNEFBM8,2011,Honda,Accord,SUV,61057695D
8185-LLF,K6BBX9TJ2ADUKU8AW,2022,Peugeot,308,furgoneta,33471052A
A-6978-SN,9PMEUU2Z5VC2K2JZC,1991,Honda,Accord,furgoneta,67347548Y
6324-CFR,AXG7Z8XS9LWZ1SNG2,2003,BMW,X5,sedán,34096214W
5678-FZL,YZVRUD120X1C1BJ22,2008,Seat,Ibiza,monovolumen,23658592X
8919-FXM,781YK4F54PULBFVAF,2007,Ford,Kuga,SUV,12987418P
5522-HFL,9YHSNLC924WTDH2DM,2014,Hyundai,Tucson,berlina,93344559W
8879-MRH,ZEAJHTJF6HZ5ELU1S,2023,Peugeot,3008,SUV,26399005L
SE-4406-DL,B4R4NCJD0RCUD8SFL,1990,Kia,Ceed,furgoneta,98301285K
9567-LJM,U9R925YJX5DA46XNB,2022,Fiat,500,berlina,83307520W
1863-JSS,27CXDD2B4S1XBSMJS,2016,Skoda,Octavia,urbanos,49596575L
M-6511-XH,A5K9SME99GHGY5CKT,1998,Fiat,500,sedán,25464805X
O-4887-VY,1Z7ZXJ2Z1KVSF65K8,1992,Mercedes-Benz,C-Class,deportivo,41605870C
8762-JXG,4PA21W1U0FK5DCU5H,2017,Fiat,Punto,furgoneta,75580490Y
8246-CNC,JYZTL9ZE6932VSB48,2004,Ford,Fiesta,furgoneta,92420481H
8604-HFT,ST82Z4EA37EZ6T21M,2012,Toyota,RAV4,furgoneta,20650680S
9214-KFV,XHBRW7Z4818SM49AL,2018,Mercedes-Benz,C-Class,sedán,10382168Z
6091-FJW,MPGWJJPE6LY9CJCER,2007,Hyundai,Santa Fe,deportivo,49687261Q
3523-JHY,THJWN4RC5KXSUGSNJ,2017,Kia,Sorento,descapotable,94047072A
2004-MCZ,J2AB5SF24GLL4V7SP,2023,Renault,Scenic,SUV,85596867K
5963-HCV,AKCJR4EF0SYCNP89T,2014,Renault,Megane,cupé,58487932J
4838-FLR,H2J8PZG57ZPRW4S7Z,2007,Honda,Jazz,urbanos,48200434R
LU-1893-VR,5T4HEJYR2G2V5SRJL,1994,Peugeot,3008,furgoneta,36035712W
TO-9185-KG,SPNXUVW45ZLHP82FZ,1996,Seat,Ibiza,furgoneta,85314375S
C-1652-BW,CXFZSAF85EAEXSMFX,1991,BMW,320,berlina,88092651Y
7411-HZH,89NF6JS41T30MKUVF,2014,Audi,A4,berlina,16803149Q
6515-JCH,BAVKUAAF5DDF2XW1R,2016,Volkswagen,Passat,furgoneta,49487321S
5294-KLY,MJB8J01G9H2TV1RUA,2019,Peugeot,308,descapotable,99582695D
5232-HCN,W2RUFCTH8UGMUZF6T,2014,BMW,X5,todoterreno,64372946V
2252-DKV,R1DU6UYJ8STAK7WJU,2005,Toyota,Corolla,sedán,24913994A
8559-LKK,U35WE1PE8KDZ45DD7,2021,Skoda,Superb,SUV,04770952Q
LE-2348-YD,RHAGN7XZ5USHE5PFE,1993,Mazda,MX-5,furgoneta,68602731X
6280-HKL,BBD7R8961VZC0ZBPJ,2012,Kia,Picanto,todoterreno,06376890W
7654-MYW,DLVBZ86U0B7G0574G,2023,Renault,Megane,furgoneta,67010237J
T-7681-HL,2BYAWPJ6528A1SDY0,1993,Mazda,Mazda3,berlina,41940579X
5819-LXK,HZTPN8RS26G4NFMNL,2022,Volkswagen,Passat,deportivo,29228790E
8992-LDL,7TWS8MVH31S56U0HA,2021,Peugeot,308,furgoneta,44858420W
S-2755-LH,HR8P879V4Y3J9RX3T,1990,Fiat,Punto,cupé,51580802J
CS-4449-BC,ZFJCDMGF2BRSSYG5T,1996,Honda,Jazz,cupé,52411782A
9588-DZX,REZFTE9P9XYZH2AS3,2006,Toyota,Corolla,SUV,15506395W
MU-4845-KB,BYE8A35P6EU93NE2A,1994,Seat,Ateca,SUV,06563175X
9162-KGH,2P2LJANV4W08VEERR,2018,Honda,Accord,descapotable,57160368D
6706-BHK,GYVPC3MW20AUNN92E,2002,Ford,Fiesta,urbanos,18053011N
Z-8931-YX,6ZEG6HWE3S3JDM6EG,1997,Renault,Clio,SUV,89680047B
ZA-9016-DD,P5BP5BW20S7BGYGH0,1993,Fiat,Panda,sedán,65363916D
6490-BJC,SKRVHCDG23VGNTJNW,2001,Kia,Sportage,sedán,28455594V
7216-GCL,WZ8FNG2Z7DAPH8W1P,2009,Peugeot,208,SUV,84623079F
4379-HTF,VFJRKMVR4PPEYYS4L,2014,Hyundai,i30,furgoneta,51458806D
3281-LZS,D4TP511M7U8RMJ045,2020,Nissan,Micra,deportivo,06735127Z
GR-8188-FY,YS2337W45JXDKP0XT,1990,Nissan,Qashqai,descapotable,21194249W
3584-JMB,L2Z7TUZG9FULH8AAM,2015,Mazda,CX-5,berlina,60928186J
SA-6206-WV,MSKL5JN61KLRM3WES,1998,Audi,Q7,monovolumen,11638172B
LO-2034-TM,CNFCA2WP29NENP083,1990,Honda,CR-V,sedán,83112739P
7862-JGP,PZ8SCNKD3VT6R1587,2017,BMW,X5,sedán,41776045H
T-7963-DJ,U8XPMSPWXYYCT2ED8,1998,Hyundai,Santa Fe,furgoneta,32650491J
1172-LJL,LCUDLS0Z25V4AFC2F,2021,Peugeot,308,SUV,84057241S
6273-GWY,FL8TDPA97WM1RUF82,2009,Audi,Q7,todoterreno,42809211R
9386-MPB,U05GAXXH67TN7R8ZT,2023,Fiat,500,furgoneta,00847524C
CR-2925-WV,EM9RPC86X9ZJLNJUT,1998,Skoda,Octavia,berlina,45993858E
8869-DPH,ZME75BAX73JB94XDV,2005,Mazda,Mazda3,todoterreno,34666239H
1727-DRX,U194G6WG4XPMX8UM6,2005,Skoda,Fabia,sedán,59557727D
7498-LVR,WJ64FUSA2VSC1RCM7,2021,Kia,Picanto,deportivo,11943713C
4906-JFS,NKXS5TCH77BTE1TFT,2017,Nissan,Juke,urbanos,43927743C
2992-JSB,GCZPW3VH5S01H81VA,2017,Seat,Ibiza,descapotable,70971358M
3978-BJZ,NXCSKT3J9Z2RK9AVM,2001,Kia,Picanto,descapotable,07149541Z
4909-JLR,T544RUKDXG43WEYPG,2016,Peugeot,208,descapotable,52316532L
CA-1474-ZM,C1BCC6J858YA25WGT,1999,Hyundai,Tucson,cupé,20316648N
T-1185-ZX,30B1USPE2XWXU84D4,1997,Volkswagen,Passat,cupé,54927215H
9690-HXR,PXFB53HB6ZWAVKBZD,2014,Toyota,Yaris,monovolumen,41421815B
V-2050-CY,8XFH0ASY25VW29JC1,1999,Renault,Clio,berlina,75228187V
CC-3041-ND,7ZAMHYX2853TTBMU6,1991,Nissan,Juke,monovolumen,49596575L
1274-DBJ,ZMAW7XXK0YLVWYYUG,2006,Kia,Sportage,urbanos,87552386B
TE-7233-NL,30CSRPZH5SM8E48DH,1991,Mazda,Mazda3,berlina,06003949Y
2318-BBJ,7BLS4H9K008BTWRS4,2002,Renault,Scenic,berlina,30903526J
2885-CYH,1R1FJVD88HJA6MNSE,2003,Kia,Sorento,todoterreno,41504947K
6712-CJD,TLB260R432T83JUY6,2003,Nissan,Qashqai,monovolumen,56934169S
CU-4144-KN,P295J2617XKV9PCKW,1991,Mercedes-Benz,GLC,SUV,46710669S
4157-DFV,3BM747KE581960M1K,2006,Peugeot,308,urbanos,90552017M
1793-JYX,5N8T313E9Y5YCU3G6,2016,Skoda,Superb,todoterreno,69904985G
7563-DDL,J4UTJZH365CSB5S9R,2005,Peugeot,308,berlina,17363900G
5433-FHX,T25Y4LSY06VZ3AB0A,2008,Kia,Sorento,cupé,26426749W
4697-JYL,S1TLRWDU0SHPT1CNA,2017,Seat,Ibiza,deportivo,04545705P
7561-FGW,10HXT2BU3WC47TJM6,2008,Mazda,MX-5,todoterreno,00703972B
CR-5606-VF,1L3MGKTX9BUFM3F1S,1996,Mazda,MX-5,monovolumen,59557727D
SA-6299-ZZ,F1JCGRVD19B7JULFX,1996,Mercedes-Benz,S-Class,urbanos,11861291F
2684-LDX,WEJ5B9YU35C1VM25F,2022,Mercedes-Benz,GLC,monovolumen,13248985L
5614-HVC,Z1TC8ESE6UCMAN5UH,2013,Honda,Accord,todoterreno,03156975H
4133-GWS,CM0MTH933W14P6WZD,2009,Toyota,Yaris,monovolumen,90400158S
3244-JFV,MLGHV90S6XM0SK2B7,2015,Toyota,Yaris,urbanos,45189383H
8296-MFK,Y5VE83K81Z900KJ34,2023,Toyota,Yaris,sedán,52707381Y
TE-8622-GR,7U4R1X8314GXE82R2,1995,Hyundai,Tucson,todoterreno,82912078E
8368-JJL,ZDYCVG25704FU543U,2015,Nissan,Qashqai,sedán,62213044E
V-8685-FW,6GEJF6549US229U2G,1995,Hyundai,Elantra,monovolumen,51946635P
ZA-3909-DV,ZRH77MYYXA96XRVYZ,1996,Audi,Q7,SUV,13904757S
8971-DFL,1PGMW1AS2HJE1RRS0,2006,Fiat,500,monovolumen,41257811C
BI-7169-NB,W027T73J8GGHBLNJJ,1993,Honda,Civic,monovolumen,58908132A
3949-GPW,C1PYVRV4693EJWL6D,2009,Skoda,Octavia,todoterreno,15773651K
2014-FGD,L3J2N00LX49Z6U09U,2008,Renault,Megane,todoterreno,96483869L
CU-5096-DF,ED4DCV5U2PR9APU7V,1991,Peugeot,208,berlina,93928191D
H-7617-DY,8H7JZ80A2LJJHZBHH,1992,Renault,Clio,SUV,65894571P
L-6495-JY,HWRUW5XS35D0MVJ2N,1999,Skoda,Fabia,monovolumen,46355757Q
V-7654-LN,VLJ56M438E9DF2JK2,1996,Seat,Ibiza,urbanos,50745591R
2943-BBZ,S01E1Z5C5E2VKCV6W,2000,Skoda,Superb,sedán,44858420W
C-4257-CG,MGW8TVJE4AMC76S93,1994,Mazda,CX-5,furgoneta,87501482Y
8319-DCK,0L4H4T0B4W2MUPWU0,2006,Mazda,MX-5,SUV,79631329Q
OR-2169-JJ,563AC3P2XKEWNUXDF,1996,Honda,Jazz,todoterreno,03156975H
9811-GTS,AFHE62S03PXE05M2D,2009,Skoda,Fabia,descapotable,76584473Q
5150-LRK,3Y0KX33D8H0LS55UX,2021,Mazda,Mazda6,descapotable,51034246Y
3248-LJC,2CNP3JC28Z13DBP06,2020,Peugeot,3008,SUV,88824847C
9397-FBC,WL12U7L07P5J29ZE1,2007,Fiat,Panda,sedán,69979489B
8253-JKW,ASEE8RN98DJCEPYR6,2015,Kia,Picanto,monovolumen,45032686C
7460-GJM,YAATB5KD7F7BZ3THK,2010,Renault,Megane,todoterreno,89516829R
CR-1750-KX,3JN81B833HWLTZLXY,1990,Fiat,Tipo,berlina,21194249W
PO-8478-TS,TP8FET3H1JAZ1FXBX,1991,Fiat,500,furgoneta,20276077J
2875-HNF,2JY3M655XJSFNVP6X,2013,Hyundai,Elantra,furgoneta,49723326V
HU-6234-RY,V9C37R1N4M27PDAND,1998,Ford,Mustang,furgoneta,90602020Y
5597-LNR,3N6DWAGH18K8DCAN7,2020,Seat,Ateca,descapotable,17363900G
8043-LCD,Z3NRS2NU9SXEKY2AF,2020,BMW,320,descapotable,12292380F
B-4841-SB,L5UJVU9C5YWJASECT,1995,Peugeot,208,todoterreno,01307145D
7242-FLJ,T66Z4CRD2UNDKG6R5,2007,Ford,Fiesta,cupé,48360467T
LE-8570-TY,WYRKHE9Z0TAR010KU,1992,Mercedes-Benz,GLC,furgoneta,45993858E
CC-4493-FJ,UT3ELF416X4G5W3FJ,1995,Toyota,Corolla,furgoneta,04087601H
3683-HBN,AN8KD6NWXNUNYGDGA,2014,Skoda,Kodiaq,todoterreno,13946833R
C-7715-MB,5JVL31X87GL9NYFGX,1991,Mazda,Mazda6,SUV,36859952Z
BA-5050-FX,M1FVB9WX4RW7EX6WD,1991,Toyota,Camry,cupé,04909857R
6680-CJG,S4N8V36D8LPMXSFPF,2003,Peugeot,3008,cupé,42760717Z
5704-KKW,L4C1FZN76MGX0K47U,2018,Renault,Scenic,deportivo,35055756F
Z-9779-JJ,D4KHCXLW1M9MHK7Z7,1998,Volkswagen,Polo,descapotable,57800447K
9992-CRD,H97RJ6Z00RLAX690V,2004,Mazda,MX-5,berlina,53733159F
4714-KLJ,WKYZNURP3SSAMPJ13,2019,Renault,Megane,cupé,78576986Q
3339-HSN,51YHZ2C80KFD4TV2Z,2014,Nissan,Micra,cupé,67595036Z
2879-HSM,02J13BVL8C4GYB1WF,2011,BMW,320,berlina,51458806D
5914-GLY,JDUPHCJU6GSZZ67CY,2009,Skoda,Fabia,monovolumen,97074632G
3782-LJS,Z97L8GGX3W8SRSV66,2020,Audi,A4,todoterreno,81592966Y
TE-6357-TY,G0CC172N6A5FFK206,1993,Nissan,Juke,cupé,57771187V
1703-MZJ,SRRK6B4X697NR5RK6,2023,Hyundai,Elantra,deportivo,88928016B
GU-3293-LJ,D5F70LBZ6YR0M9YWU,1992,Peugeot,308,cupé,37861015W
8306-BYT,98ZV1TN07CB62UBV0,2001,Peugeot,508,deportivo,69028762N
2193-MKR,SS8FJGYY8KX0HB0J9,2023,Renault,Clio,urbanos,20292946T
3287-GHH,VNHWXBN83N4TK51N6,2009,Volkswagen,Polo,berlina,01692782M
4542-CPN,NJRALJ1R9E3R4JUUP,2004,Toyota,Camry,berlina,75068571K
1949-HPJ,JXEHEA8Y5DJ5NUN0C,2011,Hyundai,Tucson,berlina,23711938L
4106-LDF,HLA158JX4FWZAF3JY,2021,Honda,Jazz,todoterreno,85468975D
8871-LFY,7ALF1LLA6BHS1NW0F,2021,Nissan,Juke,descapotable,10512554J
3497-HDH,WDYHSDHY9U9D0PCA8,2012,Hyundai,Elantra,sedán,69535531E
A-9011-HM,S8FMCU4Y3PJJ76VMV,1999,Peugeot,208,deportivo,80533828H
SS-3705-KW,ACKXTCJA5DX58HFKP,1994,Ford,Fiesta,deportivo,25782616F
TE-7456-NP,LRNYXMKU1BE2PDXP3,1990,Fiat,Panda,berlina,28590539K
1232-CBX,E17R9SPP2RJBL1LJ4,2003,Seat,Ateca,sedán,19014109D
GU-2163-LL,PDGTMN7L1XWP5PFPN,1999,Skoda,Kodiaq,urbanos,17113005Q
8655-JXG,GNPE38BX3ZSHP4LKD,2015,Ford,Fiesta,sedán,61155952X
Z-4767-CL,LDAD8JU92W6ULD8H9,1999,Audi,Q7,berlina,91388833N
SE-5675-FM,4RHTF3UD3HVMKVD7F,1995,Ford,Fiesta,furgoneta,41919481A
AB-8126-KP,Y54115SB0C4LT1URJ,1998,Ford,Fiesta,descapotable,87055205K
8600-BMW,VKWPJ3SU6R2J7M18S,2002,Hyundai,Elantra,urbanos,60928186J
AB-5776-DB,1LTARLDZ9G1UPLM5F,1991,Renault,Kadjar,SUV,77286781L
9292-JCK,YKLUEXRVX991WNVB0,2017,Seat,Ibiza,cupé,39237963D
7607-JPP,714Y44XLXSVTAAPK3,2015,BMW,X5,SUV,44042711B
L-6418-ZJ,CHKJHH1N6K0CXBLHB,1990,Seat,Arona,sedán,01315548V
VA-4078-PW,4RS42UHS7BP4FBEH3,1999,Toyota,Yaris,SUV,45235072Y
8300-HNH,Z1BPZVH120R82CKJZ,2012,Peugeot,508,descapotable,76584473Q
MA-1896-YM,3WHHJ5SG6RANKPYUL,1992,Renault,Megane,descapotable,67307518L
BI-2918-XT,6DSUCHJA5SEYKDHF8,1992,Peugeot,508,berlina,70423096V
9579-BJW,V1PVYVEF721WB28YS,2000,Mazda,MX-5,sedán,13745185V
C-2353-YY,F7XV5F8G8382M2JD8,1992,Mazda,MX-5,todoterreno,12005347Z
8967-BPV,2VW143GTXX7282RJK,2000,Mercedes-Benz,E-Class,urbanos,36189027E
H-6638-TB,WJTKABB54ZRMJJRBM,1993,Volkswagen,Passat,monovolumen,36597358B
2062-LCR,PSAEN1515E2LN59YH,2020,Toyota,Yaris,monovolumen,67734273D
1788-BST,NVSLUVCA6YLKH8TG0,2001,Seat,Leon,cupé,39327882K
5714-LYL,4F82N03W6NTPZ8FPK,2022,Volkswagen,Polo,deportivo,82100005X
5674-LMJ,PKUR08TB981NXBDK8,2022,Skoda,Fabia,monovolumen,08474528V
9446-CCW,DMZF1NBW4XUT44FW2,2004,BMW,X5,todoterreno,08190170P
6599-CTJ,9SPSNGPEXKKGUBAGE,2003,Fiat,Panda,descapotable,52411782A
SO-6466-FS,12YKLGSC8XXH4KTHF,1995,Renault,Scenic,descapotable,08474528V
B-7374-WV,RZMEYV393HKZ3D78R,1994,Fiat,500,sedán,87492649M
1975-FKZ,HKUYVKJM1VCTW14A2,2007,Peugeot,308,furgoneta,63749206Z
5418-MTM,67SVV29M0GMXZV65K,2023,Honda,Accord,berlina,47816998K
4216-GLR,DK6ZGB2Y0FPGSNWYL,2009,Nissan,Qashqai,descapotable,13581220L
M-6529-GY,3XNEU0E74JGB5DZX6,1999,Fiat,Punto,todoterreno,99031376T
2678-JMN,K7SVZVLS45K9UVDVC,2017,Audi,A4,todoterreno,21552708Y
7260-GGG,ACX5A5FR1W6ZZ5TTP,2010,Honda,CR-V,todoterreno,64043447Q
7045-MDD,8DR6X0GL1BDEV01CV,2023,BMW,X5,urbanos,81079367C
J-9190-YN,3YAAMBGX8K5J7PSCK,1994,BMW,320,descapotable,72774629F
CU-2916-XD,A7HP8NHS6U2DDSTYZ,1997,Volkswagen,Polo,furgoneta,38076225R
LU-8046-YM,7HC3LHMGX8VEGUVTD,1999,Kia,Sportage,todoterreno,41850701Q
O-6680-HG,89GN0N7S2LAVR4ZVK,1999,Volkswagen,Polo,furgoneta,61155952X
6718-BBZ,PDFL7GZ99U0Z8R3KA,2000,Mazda,Mazda3,urbanos,55728754F
1227-JDJ,RA72NY482495WBW19,2017,Skoda,Fabia,monovolumen,05346935X
AV-2826-TX,1ZPN2RY87NRL9N3CL,1990,Mercedes-Benz,S-Class,SUV,88335627X
4098-BZJ,96L6NKMJXF2BR446M,2000,Nissan,Juke,deportivo,94630366V
5155-CHP,PTNPLAZ87UP64LAFM,2003,Hyundai,Tucson,descapotable,59201080T
VI-9739-TJ,GB65U56A83TRJTA50,1993,Fiat,Panda,todoterreno,31741146L
CU-5668-GL,3URDX3B38TNN2PZ45,1995,Hyundai,Santa Fe,urbanos,80980333R
1242-HFZ,EWY6TRU43KPDH0XBW,2013,Renault,Scenic,sedán,85275181J
5529-BPZ,0NXMPSG26N6ABJUC9,2002,Peugeot,3008,berlina,75108730E
7554-LVG,77GL5FR7334F273ZW,2022,Skoda,Superb,sedán,69904985G
7394-LNM,4GCSDY6J313SUCSZU,2021,Peugeot,208,berlina,30029179B
7242-JSL,RTEPTSXV5SKX0MU27,2016,Seat,Ibiza,cupé,51706948G
4513-JCM,X6SMN4L344WZ14TWN,2016,Volkswagen,Golf,monovolumen,16392734J
2028-MKH,935WPAAL6HRX9UUP7,2023,Audi,A3,deportivo,70971358M
ZA-7333-RR,ZPPCWEKT7M9JYLCK0,1997,Toyota,RAV4,deportivo,10512554J
7746-CBN,8CDCS8KU9RSU4LY4U,2004,Mazda,CX-5,deportivo,67262483H
T-6168-JC,SJXXS3EX28M3JPJDD,1998,Nissan,Juke,SUV,43319790A
1226-JTK,7YN7Z6TN1KVTC9J4R,2015,Volkswagen,Golf,furgoneta,23206699K
4950-LCS,SKMDJV9B8ZAAR0A5H,2020,Renault,Clio,cupé,51469076K
2808-JPY,FHDDRTN30YLLS0VV5,2015,Fiat,Tipo,todoterreno,93075631J
GR-1830-SZ,3YFK0VGG6DPTBA3FL,1991,Nissan,Leaf,todoterreno,09290337Q
3431-GYK,4RZW2U5309MBA4YMK,2009,Peugeot,208,urbanos,01943508P
SA-3999-KG,86815YKY83DHWAKRG,1990,Renault,Kadjar,deportivo,36597358B
9162-HCM,PGRCT6H79DKX3MBPJ,2012,Fiat,500,urbanos,69028762N
2038-LGM,THF2XXHA8PJJ1JKJ2,2021,Hyundai,Elantra,deportivo,20977842W
CC-8382-PF,PS6L2Y8HX2DV42JCX,1994,Toyota,Yaris,SUV,75932943F
